formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C15H12O7	[M + H]+	C15H13O7+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.994	Dihydroflavonols	1.000	Phenylpropanoids and polyketides	0.999	Flavonoids	0.996	Flavans	0.996	Flavanones	0.995	Flavanonols	0.996	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Flavanonols; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	305.065	421	7.022	803426278047144812	803421222231495319	1765	
1	C11H16O4	[M + H]+	C11H17O4+	Shikimates and Phenylpropanoids	0.896	Lignans	0.480	Cinnamic acids and derivatives	0.035	Benzenoids	0.994	Phenols	0.828	Methoxyphenols	0.940			Methoxyphenols	0.940	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	213.112	421	7.023	803426231700085288	803421222265049755	1712	
1	C11H16O4	[M + H]+	C11H17O4+	Shikimates and Phenylpropanoids	0.896	Lignans	0.480	Cinnamic acids and derivatives	0.035	Benzenoids	0.994	Phenols	0.828	Methoxyphenols	0.940			Methoxyphenols	0.940	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	213.112	421	7.023	803426235030362697	803421789588198067	1712	
1	C11H16O4	[M + Na]+	C11H16NaO4+	Fatty acids	0.756	Fatty Acids and Conjugates	0.253	Macrolide lactones	0.460	Lipids and lipid-like molecules	0.516	Fatty Acyls	0.526					Fatty Acyls	0.526	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	235.094	421	7.024	803426232719301171	803421222302798495	1717	
1	C11H16O4	[M + Na]+	C11H16NaO4+	Fatty acids	0.756	Fatty Acids and Conjugates	0.253	Macrolide lactones	0.460	Lipids and lipid-like molecules	0.516	Fatty Acyls	0.526					Fatty Acyls	0.526	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	235.094	421	7.024	803426233734322750	803421789625946807	1717	
1	C26H30N2O9	[M + H]+	C26H31N2O9+	Alkaloids	1.000	Tryptophan alkaloids	0.999	Carboline alkaloids	0.941	Alkaloids and derivatives	0.794	Harmala alkaloids	0.697					Harmala alkaloids	0.697	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Lactams; Delta lactams; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Harmala alkaloids; Carboxylic acids; Pyridoindoles; Hexoses; Monosaccharides; Piperidinones; Acetals; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Beta carbolines; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Indoles; Vinylogous esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	515.202	421	7.024	803426236540312159	803421789701444287	1736	
1	C26H30N2O9	[M + H]+	C26H31N2O9+	Alkaloids	1.000	Tryptophan alkaloids	0.999	Carboline alkaloids	0.941	Alkaloids and derivatives	0.794	Harmala alkaloids	0.697					Harmala alkaloids	0.697	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Lactams; Delta lactams; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Harmala alkaloids; Carboxylic acids; Pyridoindoles; Hexoses; Monosaccharides; Piperidinones; Acetals; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Beta carbolines; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Indoles; Vinylogous esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	515.202	421	7.024	803426278139419510	803421222374101671	1736	
1	C23H18N2O10	[M + K]+	C23H18KN2O10+	Alkaloids	0.597	Tryptophan alkaloids	0.866	Pyrroloquinoline alkaloids	0.670	Organic 1,3-dipolar compounds	0.718	Allyl-type 1,3-dipolar organic compounds	0.548	Organic nitro compounds	0.608	C-nitro compounds	0.631	Nitroaromatic compounds	0.643	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	521.059	421	7.025	803426304274127995	803421222411850411	1670	
1	C23H18N2O10	[M + K]+	C23H18KN2O10+	Alkaloids	0.597	Tryptophan alkaloids	0.866	Pyrroloquinoline alkaloids	0.670	Organic 1,3-dipolar compounds	0.718	Allyl-type 1,3-dipolar organic compounds	0.548	Organic nitro compounds	0.608	C-nitro compounds	0.631	Nitroaromatic compounds	0.643	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	521.059	421	7.025	803426349010574848	803421789739193027	1670	
1	C34H48O20	[M + Na]+	C34H48NaO20+	Terpenoids	0.999	Monoterpenoids	0.999	Secoiridoid monoterpenoids	1.000	Lipids and lipid-like molecules	0.936	Prenol lipids	0.960	Terpene glycosides	0.940			Terpene glycosides	0.940	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	799.262	422	7.030	803426275731888981	803421789852439247	1730	
1	C34H48O20	[M + Na]+	C34H48NaO20+	Terpenoids	0.999	Monoterpenoids	0.999	Secoiridoid monoterpenoids	1.000	Lipids and lipid-like molecules	0.936	Prenol lipids	0.960	Terpene glycosides	0.940			Terpene glycosides	0.940	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	799.262	422	7.030	803426303368158319	803421222520902327	1730	
1	C17H19NO3	[M + H]+	C17H20NO3+	Alkaloids	0.999	Tyrosine alkaloids	1.000	Isoquinoline alkaloids	0.993	Organoheterocyclic compounds	0.988	Isoquinolines and derivatives	0.953	Benzylisoquinolines	0.981			Benzylisoquinolines	0.981	Organic compounds; Organoheterocyclic compounds; Benzylisoquinolines; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Isoquinolines and derivatives; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	286.143	422	7.031	803426279309630349	803421789890187987	1737	
1	C17H19NO3	[M + H]+	C17H20NO3+	Alkaloids	0.999	Tyrosine alkaloids	1.000	Isoquinoline alkaloids	0.993	Organoheterocyclic compounds	0.988	Isoquinolines and derivatives	0.953	Benzylisoquinolines	0.981			Benzylisoquinolines	0.981	Organic compounds; Organoheterocyclic compounds; Benzylisoquinolines; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Isoquinolines and derivatives; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	286.143	422	7.031	803426314948631743	803421222558651067	1737	
1	C11H14O5	[M + H]+	C11H15O5+	Polyketides	0.410	Cyclic polyketides	0.514	2-pyrone derivatives	0.580	Organic acids and derivatives	0.917	Carboxylic acids and derivatives	0.854	Carboxylic acid derivatives	0.754	Carboxylic acid esters	0.734	Methyl esters	0.621	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	227.091	422	7.036	803426286377032669	803421222596399807	1725	
1	C11H14O5	[M + H]+	C11H15O5+	Polyketides	0.410	Cyclic polyketides	0.514	2-pyrone derivatives	0.580	Organic acids and derivatives	0.917	Carboxylic acids and derivatives	0.854	Carboxylic acid derivatives	0.754	Carboxylic acid esters	0.734	Methyl esters	0.621	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	227.091	422	7.036	803426296535637024	803421789932131031	1725	
1	C26H28O15	[M + H]+	C26H29O15+	Shikimates and Phenylpropanoids	0.999	Flavonoids	0.996	Flavones	0.998	Phenylpropanoids and polyketides	0.989	Flavonoids	0.980	Flavonoid glycosides	0.979	Flavonoid C-glycosides	0.981	Flavonoid 8-C-glycosides	0.908	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Benzenediols; Hexoses; Monosaccharides; Flavones; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid 8-C-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	581.149	423	7.042	803426538534396860	803421789965685467	1721	
1	C26H28O15	[M + H]+	C26H29O15+	Shikimates and Phenylpropanoids	0.999	Flavonoids	0.996	Flavones	0.998	Phenylpropanoids and polyketides	0.989	Flavonoids	0.980	Flavonoid glycosides	0.979	Flavonoid C-glycosides	0.981	Flavonoid 8-C-glycosides	0.908	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Benzenediols; Hexoses; Monosaccharides; Flavones; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid 8-C-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	581.149	423	7.042	803426540568634311	803421222629954243	1721	
2	C16H21F2N3O6	[M + Na]+	C16H21F2N3NaO6+	Carbohydrates	0.705	Nucleosides	0.639	Pyrimidine nucleosides	0.688	Organic acids and derivatives	0.931	Carboxylic acids and derivatives	0.934	Amino acids, peptides, and analogues	0.799	Amino acids and derivatives	0.799	Carbamate esters	0.636	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Carbamate esters; Diazines; Organofluorides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Polyols; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	412.129	423	7.045	803426214427941333	803421790078931687	1735	
2	C16H21F2N3O6	[M + Na]+	C16H21F2N3NaO6+	Carbohydrates	0.705	Nucleosides	0.639	Pyrimidine nucleosides	0.688	Organic acids and derivatives	0.931	Carboxylic acids and derivatives	0.934	Amino acids, peptides, and analogues	0.799	Amino acids and derivatives	0.799	Carbamate esters	0.636	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Carbamate esters; Diazines; Organofluorides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Polyols; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	412.129	423	7.045	803426223739296246	803421222739006159	1735	
1	C17H24O10	[M + Na]+	C17H24NaO10+	Terpenoids	0.999	Monoterpenoids	0.999	Secoiridoid monoterpenoids	0.981	Lipids and lipid-like molecules	0.860	Prenol lipids	0.940	Terpene glycosides	0.942			Terpene glycosides	0.942	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	411.126	423	7.048	803426241984518773	803421222776754899	1734	
1	C17H24O10	[M + Na]+	C17H24NaO10+	Terpenoids	0.999	Monoterpenoids	0.999	Secoiridoid monoterpenoids	0.981	Lipids and lipid-like molecules	0.860	Prenol lipids	0.940	Terpene glycosides	0.942			Terpene glycosides	0.942	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	411.126	423	7.048	803426279473208215	803421790116680427	1734	
1	C33H40O19	[M + Na]+	C33H40NaO19+	Shikimates and Phenylpropanoids	0.997	Flavonoids	0.970	Flavonols	0.884	Phenylpropanoids and polyketides	0.979	Flavonoids	0.921	Flavonoid glycosides	0.929	Flavonoid O-glycosides	0.872	Flavonoid-3-O-glycosides	0.773	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	763.204	423	7.050	803426205410187695	803421790154429167	1740	
1	C33H40O19	[M + Na]+	C33H40NaO19+	Shikimates and Phenylpropanoids	0.997	Flavonoids	0.970	Flavonols	0.884	Phenylpropanoids and polyketides	0.979	Flavonoids	0.921	Flavonoid glycosides	0.929	Flavonoid O-glycosides	0.872	Flavonoid-3-O-glycosides	0.773	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	763.204	423	7.050	803426231033190941	803421222810309335	1740	
1	C9H8O3	[M + H]+	C9H9O3+	Shikimates and Phenylpropanoids	0.781	Phenylpropanoids (C6-C3)	0.444	Cinnamic acids and derivatives	0.426	Benzenoids	0.847							Benzenoids	0.847	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	165.055	423	7.057	803426289271102462	803421222848058075	1722	
1	C9H8O3	[M + H]+	C9H9O3+	Shikimates and Phenylpropanoids	0.781	Phenylpropanoids (C6-C3)	0.444	Cinnamic acids and derivatives	0.426	Benzenoids	0.847							Benzenoids	0.847	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	165.055	423	7.057	803426306337725574	803421790192177907	1722	
1	C33H40O19	[M + H]+	C33H41O19+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavones	0.997	Phenylpropanoids and polyketides	0.997	Flavonoids	0.987	Flavonoid glycosides	0.987	Flavonoid C-glycosides	0.971	Flavonoid 8-C-glycosides	0.651	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Disaccharides; Flavones; Acetals; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid 8-C-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	741.223	424	7.059	803426311274421417	803421790225732343	1761	
1	C33H40O19	[M + H]+	C33H41O19+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavones	0.997	Phenylpropanoids and polyketides	0.997	Flavonoids	0.987	Flavonoid glycosides	0.987	Flavonoid C-glycosides	0.971	Flavonoid 8-C-glycosides	0.651	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Disaccharides; Flavones; Acetals; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid 8-C-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	741.223	424	7.059	803426328638840121	803421222885806815	1761	
1	C16H18O8	[M + Na]+	C16H18NaO8+	Shikimates and Phenylpropanoids	0.994	Phenylpropanoids (C6-C3)	0.999	Cinnamic acids and derivatives	1.000	Phenylpropanoids and polyketides	0.992	Cinnamic acids and derivatives	0.997	Hydroxycinnamic acids and derivatives	0.988	Hydroxycinnamic acid esters	0.982	Coumaric acid esters	0.988	Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Coumaric acid esters; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	361.089	424	7.062	803426292051926026	803421790338978563	1746	
