formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C12H20O12	[M - H]-	C12H19O12-	Carbohydrates	0.950	Saccharides	0.991	Disaccharides	0.956	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Sugar acids and derivatives	0.993	O-glucuronides	0.964	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	355.088	44	0.735	736165007720194199	736164179043097836	1525	
1	C18H30O17	[M - H]-	C18H29O17-	Carbohydrates	0.999	Saccharides	1.000	Disaccharides	0.981	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Sugar acids and derivatives	0.981	O-glucuronides	0.905	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acids; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	517.140	44	0.740	736165132001669871	736164200098505751	1558	
1	C11H17N3O6	[M - H]-	C11H16N3O6-	Amino acids and Peptides	0.973	Small peptides	0.996	Dipeptides	0.944	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	1.000	Peptides	0.952	Gamma-glutamyl amino acids	0.719	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl amino acids; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	286.104	45	0.746	736164996068413500	736164166732814561	1617	
1	C8H11NO6Se	[M + CH2O2 - H]-	C9H12NO8Se-	Carbohydrates	0.922	Saccharides	0.338	Monosaccharides	0.121	Organic oxygen compounds	0.998	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.677	Monosaccharides	0.608	Monosaccharides	0.608	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Monosaccharides; Carbonyl compounds; Selenoethers; Organoselenium compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	335.978	45	0.746	736165005283303350	736164176132250610	1527	
1	C5H8O5	[M - H]-	C5H7O5-	Carbohydrates	0.990	Saccharides	0.998	Monosaccharides	0.994	Organic acids and derivatives	0.887	Hydroxy acids and derivatives	0.518					Hydroxy acids and derivatives	0.518	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	147.030	45	0.753	736164957690511638	736164139675357587	1747	
1	C3H3ClF3NO	[M - H]-	C3H2ClF3NO-	Fatty acids	0.202	Fatty Acids and Conjugates	0.135	Halogenated fatty acids	0.723	Organohalogen compounds	1.000	Alkyl halides	0.998	Alkyl chlorides	0.568			Alkyl chlorides	0.568	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl chlorides; Alkyl fluorides; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	159.979	46	0.760	736164987600109871	736164141172724195	1757	
1	C6H14NO7	[M - H]-	C6H13NO7-	Carbohydrates	0.927	Saccharides	0.920	Monosaccharides	0.849	Organic acids and derivatives	0.959	Hydroxy acids and derivatives	0.918	Medium-chain hydroxy acids and derivatives	0.938			Medium-chain hydroxy acids and derivatives	0.938	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	211.071	46	0.761	736164981463840121	736164152090498192	1771	
1	C11H17NO9Se	[M - H]-	C11H16NO9Se-	Carbohydrates	0.972	Saccharides	0.621	Monosaccharides	0.179	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.945	Monosaccharides	0.796	Monosaccharides	0.796	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Selenoethers; Organoselenium compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	380.005	46	0.764	736165030423972161	736164181479988675	1553	
1	C10H17NO7	[M - H]-	C10H16NO7-	Carbohydrates	0.561	Aminosugars and aminoglycosides	0.765	Aminosugars	0.785	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.973	Amino acids, peptides, and analogues	0.710	Amino acids and derivatives	0.710	Alpha amino acids and derivatives	0.663	Organic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	262.093	46	0.773	736164983628102337	736164163075381168	1764	
1	C6H11F2N3O3	[M - H]-	C6H10F2N3O3-	Amino acids and Peptides	0.731	Small peptides	0.936	Aminoacids	0.950	Organic acids and derivatives	0.973	Carboxylic acids and derivatives	0.980	Amino acids, peptides, and analogues	0.937	Amino acids and derivatives	0.935	Alpha amino acids	0.587	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	210.070	48	0.792	736164976560695328	736164151595570285	1574	
1	C9H16O9	[M - H]-	C9H15O9-	Carbohydrates	0.989	Saccharides	0.998	Disaccharides	0.975	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Sugar acids and derivatives	0.980	O-glucuronides	0.685	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	267.072	49	0.809	736164975369512254	736164163582891992	1357	
1	C4H8N4O5Si3	[M - H]-	C4H7N4O5Si3-	Amino acids and Peptides	0.257	Small peptides	0.762	Aminoacids	0.783	Organic acids and derivatives	0.935	Carboxylic acids and derivatives	0.830	Amino acids, peptides, and analogues	0.757	Amino acids and derivatives	0.756	Alpha amino acids and derivatives	0.783	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274.972	49	0.819	736164991240767408	736164164891514945	1559	
1	C9H13NO8	[M - H]-	C9H12NO8-	Carbohydrates	0.838	Aminosugars and aminoglycosides	0.616	Aminosugars	0.678	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.678	Amino acids and derivatives	0.681	Alpha amino acids	0.539	Organic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	262.056	49	0.822	736164981912630985	736164163008272299	1567	
1	C8H13NO7Se	[M - H]-	C8H12NO7Se-	Carbohydrates	0.946	Saccharides	0.738	Monosaccharides	0.241	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.888	Monosaccharides	0.821	Monosaccharides	0.821	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Carboxylic acid esters; Organometalloid compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Selenoethers; Organoselenium compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	307.983	50	0.825	736165016373047496	736164170750958118	1570	
1	C5H8O6	[M - H]-	C5H7O6-	Fatty acids	0.927	Fatty Acids and Conjugates	0.965	Dicarboxylic acids	0.662	Organic acids and derivatives	0.997	Hydroxy acids and derivatives	0.980	Beta hydroxy acids and derivatives	0.929			Beta hydroxy acids and derivatives	0.929	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	163.025	50	0.835	736164959066243865	736164142250660383	1600	
1	C3H7N3O3	[M - H]-	C3H6N3O3-	Alkaloids	0.544	Pseudoalkaloids (transamidation)	0.891	Purine alkaloids	0.804	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.857	Amino acids, peptides, and analogues	0.548	Amino acids and derivatives	0.536	N-carbamoyl-alpha amino acids	0.786	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Monocarboxylic acids and derivatives; Carboxylic acids; N-carbamoyl-alpha amino acids and derivatives; Carbonyl compounds; N-carbamoyl-alpha amino acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	132.041	50	0.835	736164956633546617	736164136168919248	1569	
1	C4H8N4O4	[M - H]-	C4H7N4O4-	Alkaloids	0.829	Pseudoalkaloids (transamidation)	0.958	Purine alkaloids	0.925	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.950	Amino acids, peptides, and analogues	0.810	Amino acids and derivatives	0.800	N-carbamoyl-alpha amino acids	0.795	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; N-carbamoyl-alpha amino acids and derivatives; Carbonyl compounds; N-carbamoyl-alpha amino acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.047	50	0.835	736164978829815193	736164145740321501	1419	
1	C4H8O6Si3	[M - H]-	C4H7O6Si3-	Fatty acids	0.801	Fatty Acids and Conjugates	0.813	Dicarboxylic acids	0.589	Organic acids and derivatives	0.809	Carboxylic acids and derivatives	0.819	Dicarboxylic acids and derivatives	0.697			Dicarboxylic acids and derivatives	0.697	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	234.955	50	0.835	736164993581190242	736164157094303234	1416	
1	C6H11F2NO4SSe	[M - H]-	C6H10F2NO4SSe-	Amino acids and Peptides	0.995	Small peptides	0.998	Aminoacids	0.998	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.952	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Monoalkylamines; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Thia fatty acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organoselenium compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	303.952	51	0.843	736164992985598866	736164169895320027	1856	
1	C12H22O9	[M - H]-	C12H21O9-	Fatty acids	0.863	Saccharides	0.834	Disaccharides	0.818	Lipids and lipid-like molecules	0.969	Fatty Acyls	0.976	Fatty acyl glycosides	0.651	Fatty acyl glycosides of mono- and disaccharides	0.604	Fatty acyl glycosides of mono- and disaccharides	0.604	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Fatty acyl glycosides; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	309.119	51	0.848	736164985918193298	736164171040365119	1588	
1	C8H9NO6Se	[M - H]-	C8H8NO6Se-	Amino acids and Peptides	0.884	Small peptides	0.971	Aminoacids	0.927	Organic acids and derivatives	0.988	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.991	Amino acids and derivatives	0.991	Alpha amino acids	0.925	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organometallic compounds; Monoalkylamines; Carboxylic acids; Organometalloid compounds; Carbonyl compounds; Alpha amino acids; Selenoethers; Amines; Primary amines; Organoselenium compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	287.957	51	0.850	736164965454171752	736164166841866475	1575	
1	C8H14O8	[M - H]-	C8H13O8-	Carbohydrates	0.999	Saccharides	0.999	Monosaccharides	0.986	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.986	Sugar acids and derivatives	0.945	Glucuronic acid derivatives	0.707	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	237.061	51	0.852	736164967496798942	736164157832500793	1601	
1	C11H17NO8	[M - H]-	C11H16NO8-	Carbohydrates	0.582	Aminosugars and aminoglycosides	0.125	Aminosugars	0.262	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.583	Amino acids and derivatives	0.587	Alpha amino acids and derivatives	0.572	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Carboxylic acids; Monosaccharides; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; C-glycosyl compounds; Polyols; Pyrrolidine carboxylic acids; Pyrrolidine-2-ones; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290.088	51	0.857	736164975482758538	736164167634589996	1635	
1	C12H18O11	[M - H]-	C12H17O11-	Carbohydrates	0.931	Saccharides	0.982	Disaccharides	0.891	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.988	Glycosyl compounds	0.727	O-glycosyl compounds	0.696	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	337.077	51	0.858	736165003743993093	736164176371325953	1605	
1	C5H6O4	[M - H]-	C5H5O4-	Fatty acids	0.899	Fatty Acids and Conjugates	0.827	Dicarboxylic acids	0.606	Organic acids and derivatives	0.967	Carboxylic acids and derivatives	0.959	Dicarboxylic acids and derivatives	0.558			Dicarboxylic acids and derivatives	0.558	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	129.019	52	0.862	736164968335660198	736164135405555880	2007	
1	C14H10O5S	[M - H]-	C14H9O5S-	Shikimates and Phenylpropanoids	0.770	Phenylpropanoids (C6-C3)	0.104	Cinnamic acids and derivatives	0.074	Benzenoids	0.991	Benzene and substituted derivatives	0.881	Styrenes	0.635			Styrenes	0.635	Organic compounds; Organosulfur compounds; Styrenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	289.017	52	0.864	736164987222622403	736164167072553215	1640	
1	C10H8ClNO5S2	[M - H]-	C10H7ClNO5S2-	Amino acids and Peptides	0.840	Small peptides	0.194	Aminoacids	0.073	Benzenoids	0.997	Benzene and substituted derivatives	0.950	Halobenzenes	0.847	Chlorobenzenes	0.812	Chlorobenzenes	0.812	Organic compounds; Organosulfur compounds; Halobenzenes; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Aryl chlorides; Chlorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	319.947	52	0.864	736164978703985986	736164172760029904	1631	
1	C9H9NO8Se	[M - H]-	C9H8NO8Se-	Carbohydrates	0.571	Saccharides	0.178	Aminoacids	0.090	Organic acids and derivatives	0.989	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.629	Amino acids and derivatives	0.629	Alpha amino acids and derivatives	0.660	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Carboxylic acid derivatives; Carboxylic acid esters; Organometalloid compounds; Carbonyl compounds; Selenoethers; Organoselenium compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	331.947	52	0.866	736164963768060861	736164175385664433	1633	
1	C10H14N5O7P	[M - H]-	C10H13N5O7P-	Carbohydrates	0.999	Nucleosides	1.000	Purine nucleotides	0.999	Nucleosides, nucleotides, and analogues	0.966	Purine nucleotides	0.956	Purine deoxyribonucleotides	0.882	Purine deoxyribonucleoside monophosphates	0.887	Purine 2'-deoxyribonucleoside monophosphates	0.887	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Purinones; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Purine nucleotides; Secondary alcohols; Imidazopyrimidines; Purine deoxyribonucleotides; Purine deoxyribonucleoside monophosphates; Purine 2'-deoxyribonucleoside monophosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.055	52	0.866	736164992167709129	736164177990327437	1624	
1	C4H6O5	[M - H]-	C4H5O5-	Fatty acids	0.979	Fatty Acids and Conjugates	0.973	Hydroxy fatty acids	0.841	Organic acids and derivatives	0.996	Hydroxy acids and derivatives	0.987	Beta hydroxy acids and derivatives	0.977			Beta hydroxy acids and derivatives	0.977	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Organic anions; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	133.014	52	0.867	736164978997587487	736164136437354719	1368	
1	C4H9NO5	[M - CH3 - H]-	C3H5NO5-	Amino acids and Peptides	0.894	Small peptides	0.888	Aminoacids	0.848	Organic acids and derivatives	0.984	Carboxylic acids and derivatives	0.987	Amino acids, peptides, and analogues	0.887	Amino acids and derivatives	0.886	Amino acids	0.908	Organic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	135.018	52	0.867	736164985339379154	736164137158775047	1632	
