formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C11H18ClN3O3Si	[M - H]-	C11H17ClN3O3Si-	Amino acids and Peptides	0.974	Small peptides	0.942	Aminoacids	0.767	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Alpha amino acids	0.897	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Tertiary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	302.073	37	0.618	757860209742723060	757859801016167247	1916	
1	C11H17N5O5S	[M - H]-	C11H16N5O5S-	Amino acids and Peptides	0.720	Small peptides	0.492	Imidazole alkaloids	0.413	Organic acids and derivatives	0.965	Carboxylic acids and derivatives	0.777	Amino acids, peptides, and analogues	0.679	Amino acids and derivatives	0.672	Alpha amino acids and derivatives	0.704	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Sulfonyls; Carboxylic acids; Carbonyl compounds; Substituted imidazoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330.086	37	0.622	757860219737753966	757859801091664724	1952	
1	C16H31NO14S	[M - H]-	C16H30NO14S-	Amino acids and Peptides	0.974	Amino acid glycosides	0.950	Disaccharides	0.459	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.997	Disaccharides	0.827	Disaccharides	0.827	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	492.138	37	0.622	757860199718331405	757859801162967897	1954	
1	C16H29NO15	[M - H]-	C16H28NO15-	Amino acids and Peptides	0.940	Small peptides	0.892	Aminoacids	0.511	Organic acids and derivatives	0.991	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Glycosyl-amino acids	0.632	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Glycosyl-amino acids; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	474.146	38	0.627	757860209109382835	757859801305574243	2021	
1	C12H22O11	[M + Cl]-	C12H22ClO11-	Carbohydrates	0.999	Saccharides	1.000	Disaccharides	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	1.000	Disaccharides	0.988	Disaccharides	0.988	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	377.085	38	0.628	757860205074460587	757859801381071720	2066	
1	C13H19NO12	[M - H]-	C13H18NO12-	Carbohydrates	0.954	Amino acid glycosides	0.896	Cyanogenic glycosides	0.918	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Disaccharides	0.579	Disaccharides	0.579	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	380.085	38	0.628	757860216646550887	757859801456569197	2073	
1	C12H22O11	[M - H]-	C12H21O11-	Carbohydrates	0.998	Saccharides	1.000	Disaccharides	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	1.000	Disaccharides	0.959	Disaccharides	0.959	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	341.108	38	0.630	757860206919955097	757859801523678066	2100	
1	C12H21O11	[M + CHO2 + H]-	C13H23O13-	Carbohydrates	0.992	Saccharides	0.999	Disaccharides	0.999	Lipids and lipid-like molecules	0.877	Fatty Acyls	0.923	Fatty acyl glycosides	0.776	Fatty acyl glycosides of mono- and disaccharides	0.732	Fatty acyl glycosides of mono- and disaccharides	0.732	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	387.114	38	0.630	757860219062470789	757859801594981239	2102	
1	C7H15ClO7	[M - H]-	C7H14ClO7-	Carbohydrates	0.603	Saccharides	0.502	Monosaccharides	0.635	Organic oxygen compounds	0.997	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.960	Monosaccharides	0.912	Monosaccharides	0.912	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl chlorides; Organochlorides; Monosaccharides; Secondary alcohols; Sugar alcohols; Polyols; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	245.043	38	0.632	757860221759409487	757859801666284412	2133	
1	C6H11O6	[M + CHO2 + H]-	C7H13O8-	Carbohydrates	0.986	Saccharides	0.995	Monosaccharides	0.952	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.941	Monosaccharides	0.911	Monosaccharides	0.911	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	225.061	38	0.635	757860200469112153	757859801737587585	2170	
1	C13H20F3O11	[M + CHO2 + H]-	C14H22F3O13-	Carbohydrates	0.721	Saccharides	0.727	Disaccharides	0.484	Organic oxygen compounds	0.999	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.986	Glycosyl compounds	0.695	Glycosyl compounds	0.695	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Halohydrins; Alkyl halides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	455.101	38	0.636	757860214012527022	757859801808890758	2184	
1	C7H10O7	[M - CH2O3 - H]-	C6H7O4-	Carbohydrates	0.983	Saccharides	0.990	Monosaccharides	0.982	Organic acids and derivatives	0.955	Hydroxy acids and derivatives	0.665	Beta hydroxy acids and derivatives	0.753			Beta hydroxy acids and derivatives	0.753	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	143.035	38	0.637	757860191535240623	757859801880193931	2189	
1	C5H8O4	[M - H2O - H]-	C5H5O3-	Carbohydrates	0.978	Saccharides	0.989	Monosaccharides	0.965	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.765	Aldehydes	0.507	Alpha-hydroxyaldehydes	0.572	Organic compounds; Organoheterocyclic compounds; Aldehydes; Alcohols and polyols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Polyols; Alpha-hydroxyaldehydes; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	113.024	38	0.638	757860208635426233	757859801951497104	1140	
1	C6H13ClO6	[M - H]-	C6H12ClO6-	Carbohydrates	0.874	Saccharides	0.881	Monosaccharides	0.785	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.984	Monosaccharides	0.973	Monosaccharides	0.973	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl chlorides; Organochlorides; Monosaccharides; Secondary alcohols; Polyols; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	215.032	38	0.638	757860203145079648	757859802026994581	2200	
1	C7H9N5O5	[M - H]-	C7H8N5O5-	Carbohydrates	0.720	Small peptides	0.877	Aminoacids	0.619	Organic acids and derivatives	0.884	Carboxylic acids and derivatives	0.878	Amino acids, peptides, and analogues	0.943	Amino acids and derivatives	0.942	Alpha amino acids	0.644	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	242.051	38	0.638	757860194244762161	757859802098297754	2201	
1	C14H18ClF3N4O7	[M - H]-	C14H17ClF3N4O7-	Carbohydrates	0.851	Nucleosides	0.815	Pyrimidine nucleosides	0.910	Organohalogen compounds	1.000	Aryl halides	0.447	Aryl chlorides	0.632			Aryl chlorides	0.632	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic carbonic acids and derivatives; Alkyl fluorides; Aryl chlorides; Organic nitro compounds; Diazines; Organochlorides; Organofluorides; Carbonyl compounds; Oxolanes; Hydropyrimidines; Alkyl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	445.072	38	0.638	757860190398583689	757859802169600927	2202	
1	C6H8O4	[M + H2O - H]-	C6H9O5-	Carbohydrates	0.670	Saccharides	0.657	Monosaccharides	0.784	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Alcohols and polyols	0.964	Polyols	0.750	1,2-diols	0.524	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	161.045	38	0.638	757860185000511599	757859802245098404	2216	
1	C6H12O6	[M - H]-	C6H11O6-	Carbohydrates	1.000	Saccharides	0.999	Monosaccharides	0.993	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.881	Aldehydes	0.523	Medium-chain aldehydes	0.504	Organic compounds; Carbohydrates and carbohydrate conjugates; Aldehydes; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Acyloins; Medium-chain aldehydes; Polyols; Beta-hydroxy aldehydes; Alpha-hydroxy ketones; Beta-hydroxy ketones; Alpha-hydroxyaldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	179.056	38	0.638	757860201161172766	757859802312207273	2217	
1	C6H10ClO6	[M + CHO2 + H]-	C7H12ClO8-	Carbohydrates	0.851	Saccharides	0.944	Monosaccharides	0.892	Organic oxygen compounds	0.999	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.749	Monosaccharides	0.698	Monosaccharides	0.698	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl chlorides; Organochlorides; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	259.022	39	0.651	757860195163315246	757859802383510446	3472	
1	C6H12O7	[M - H]-	C6H11O7-	Carbohydrates	0.511	Saccharides	0.718	Monosaccharides	0.825	Organic acids and derivatives	0.998	Hydroxy acids and derivatives	0.985	Medium-chain hydroxy acids and derivatives	0.958			Medium-chain hydroxy acids and derivatives	0.958	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.051	40	0.662	757860189991736028	757859802450619315	3317	
1	C7H9NO12	[M - CO2 - H]-	C6H8NO10-	Carbohydrates	0.589	Fatty Acids and Conjugates	0.167	Aminosugars	0.097	Organic oxygen compounds	1.000	Organooxygen compounds	0.996	Carbohydrates and carbohydrate conjugates	0.799	Monosaccharides	0.748	Monosaccharides	0.748	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Carbonyl compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	254.015	40	0.662	757860206982869695	757859802526116792	2336	
1	C5H4O3	[M + H2O - H]-	C5H5O4-	Polyketides	0.423	Cyclic polyketides	0.628	4-pyrone derivatives	0.490	Organoheterocyclic compounds	0.917	Furans	0.575					Furans	0.575	Organic compounds; Organoheterocyclic compounds; Furans; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	129.019	40	0.663	757860190088205081	757859802605808573	2391	
1	C6H5O6	[M + CHO2 + H]-	C7H7O8-	Carbohydrates	0.649	Saccharides	0.676	Monosaccharides	0.503	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.963	Carboxylic acids	0.929			Carboxylic acids	0.929	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	219.014	40	0.663	757860195008125910	757859802681306050	2362	
1	C6H8O7	[M + Cl]-	C6H8ClO7-	Carbohydrates	0.996	Saccharides	0.997	Monosaccharides	0.995	Organoheterocyclic compounds	0.997	Dihydrofurans	0.752	Furanones	0.874	Butenolides	0.737	Butenolides	0.737	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Polyols; 1,2-diols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	226.996	40	0.663	757860191363274056	757859802760997831	2393	
1	C4H2O4	[M - H]-	C4HO4-	Fatty acids	0.991	Fatty Acids and Conjugates	0.975	Dicarboxylic acids	0.863	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.994	Dicarboxylic acids and derivatives	0.809			Dicarboxylic acids and derivatives	0.809	Organic compounds; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	112.988	40	0.664	757860247961238417	757859802832301004	2595	
1	C5H3O4	[M + CHO2 + H]-	C6H5O6-	Polyketides	0.769	Cyclic polyketides	0.678	4-pyrone derivatives	0.321	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.781	Ketones	0.478	Cyclic ketones	0.503	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	173.009	40	0.665	757860207284859719	757859802903604177	2421	
1	C5H2O4	[M + H2O - H]-	C5H3O5-	Polyketides	0.891	Cyclic polyketides	0.403	Simple cyclic polyketides	0.129	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.996	Ketones	0.987	P-benzoquinones	0.532	Organic compounds; Ketones; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzoquinones; P-benzoquinones; Quinones; Cyclic ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142.998	40	0.670	757860203962969368	757859802974907350	2449	
1	C6H6O6	[M + Cl]-	C6H6ClO6-	Carbohydrates	0.961	Saccharides	0.983	Monosaccharides	0.961	Organoheterocyclic compounds	0.992	Dihydrofurans	0.833	Furanones	0.912	Butenolides	0.639	Butenolides	0.639	Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Polyols; 1,2-diols; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	208.986	40	0.673	757860223953031834	757859803046210523	2463	
1	C7H10FNO6S	[M - H2O - H]-	C7H7FNO5S-	Amino acids and Peptides	0.953	Small peptides	0.957	Aminoacids	0.986	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.983	Amino acids, peptides, and analogues	0.959	Amino acids and derivatives	0.957	Alpha amino acids	0.917	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Sulfones; Alkyl fluorides; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	236.004	40	0.675	757860233721570815	757859803121708000	2516	
1	C3H6O3	[M + C2H4O2 - H]-	C5H9O5-	Carbohydrates	0.968	Saccharides	0.982	Monosaccharides	0.979	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbonyl compounds	0.922	Aldehydes	0.745	Alpha-hydroxyaldehydes	0.602	Organic compounds; Aldehydes; Alcohols and polyols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Short-chain aldehydes; Polyols; Alpha-hydroxyaldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	149.045	40	0.675	757860217497994852	757859803197205477	2520	
1	C5H9O5PS	[M - H]-	C5H8O5PS-	Carbohydrates	0.857	Saccharides	0.737	Monosaccharides	0.740	Organic acids and derivatives	0.944	Organic phosphoric acids and derivatives	0.750	Phosphate esters	0.509			Phosphate esters	0.509	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	210.983	41	0.676	757860235827112654	757859803276897258	2527	
1	C7H10O7	[M - H]-	C7H9O7-	Carbohydrates	0.992	Saccharides	0.996	Monosaccharides	0.991	Organoheterocyclic compounds	0.949	Dihydrofurans	0.514	Furanones	0.724	Butenolides	0.556	Butenolides	0.556	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Polyols; 1,2-diols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	205.035	41	0.679	757860227157481552	757859803352394735	2553	
1	C6H6O6	[M - CH2O3 - H]-	C5H3O3-	Carbohydrates	0.607	Saccharides	0.745	Monosaccharides	0.666	Organic acids and derivatives	0.983	Carboxylic acids and derivatives	0.977	Tricarboxylic acids and derivatives	0.537			Tricarboxylic acids and derivatives	0.537	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	111.009	41	0.683	757860215488922564	757859803427892212	2396	
1	C7H10O7	[M + Cl]-	C7H10ClO7-	Carbohydrates	0.991	Saccharides	0.995	Monosaccharides	0.986	Organoheterocyclic compounds	0.956	Dihydrofurans	0.684	Furanones	0.844	Butenolides	0.713	Butenolides	0.713	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Polyols; 1,2-diols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	241.012	41	0.685	757860231414702435	757859803503389689	2585	
1	C7H11NO10	[M - H]-	C7H10NO10-	Amino acids and Peptides	0.863	Saccharides	0.303	Aminosugars	0.225	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.993	Monosaccharides	0.985	Monosaccharides	0.985	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	268.031	41	0.685	757860259340391727	757859803578887166	2587	
